date,R_reserve_kwh,per_slot_q80_sum_kwh,inflation_ratio,load_mae_kw,pv_mae_kw,netload_mae_kw
2025-05-21,1259.3614861520923,4804.0619056802525,3.8146806604025914,115.75622910154682,205.7936356134665,258.03748355669904
2025-05-22,1230.918138462997,4826.865346891387,3.921353659568718,130.73327393377133,114.54541221517677,201.76788634686955
2025-05-23,1219.2958457909908,4838.7222675060875,3.968456289102728,124.92647055752552,130.49105792447864,192.51496203720387
2025-05-24,1207.6735531189838,4835.68517120401,4.004132705162902,125.75330098322976,165.41568596557778,246.97347126096196
2025-05-25,1196.0512604469768,4832.46195100065,4.0403468570358,135.82158738507377,150.8672046415479,231.6729310751492
2025-05-26,1184.4289677749698,4825.131922402454,4.0738043847971666,120.92941681804434,287.9455975925418,365.63248082608146
2025-05-27,1230.918138462997,4879.399962480466,3.9640328710836905,111.64776242174682,115.59154102190298,206.55722517790775
2025-05-28,1219.2958457909908,4884.785524017054,4.006234861604207,114.03237281976368,182.4199343397548,249.14560452653288
2025-05-29,1316.248181530283,4927.661517930508,3.7437176264141616,123.16765696486092,134.2978887946361,231.20703978170448
2025-05-30,1377.3436172373808,4978.121761891526,3.614291814758933,120.74290729907989,208.67364501676218,271.93611360705444
2025-05-31,1375.2392470729264,4982.867305561079,3.6232730531554167,149.2429631940884,120.31615848693916,222.4325512514003
2025-06-01,1373.1348769084718,4983.721645855652,3.629448009562027,364.153718260403,247.49066860889877,602.6945718321743
2025-06-02,1381.55235756629,5094.402180400705,3.68744778473317,299.3908090038076,250.4714234493814,513.3120944034122
2025-06-03,1407.7178187046566,5156.871492779963,3.663284945505041,217.32975857833893,107.31580576195834,229.5621429340683
2025-06-04,1399.697455046686,5147.909090794489,3.677872723304183,217.60675768847966,171.02698478607084,344.46482684090796
2025-06-05,1391.677091388715,5135.282768173152,3.6899959049040603,210.0935030047036,136.83844396599443,256.08961436878974
2025-06-06,1383.6567277307445,5147.329357099862,3.72009130150489,261.64376802488874,205.0455085951834,389.877847672608
2025-06-07,1415.7381823626272,5201.331701901857,3.673936160442968,233.10406008790284,93.5820527970069,238.3274038005393
2025-06-08,1407.7178187046566,5225.731949513935,3.7122013233607505,332.993156131836,367.4117627223871,686.1302723685344
2025-06-09,1399.697455046686,5188.845345557446,3.707119225550336,244.94222767340773,143.4736990100128,336.0252170240411
2025-06-10,1391.677091388715,5164.06593315067,3.71067826373257,187.52190720482884,158.0903199904013,256.95230637638844
2025-06-11,1383.6567277307445,5156.5103784645935,3.726726633217394,144.7365607857454,169.87214825451898,244.14445119636426
2025-06-12,1415.7381823626272,5184.328304143882,3.6619258904864145,151.97348232646874,126.46419810434983,243.07728745741952
2025-06-13,1407.7178187046559,5165.123150758172,3.6691466728118707,135.60210873279388,141.03541195008856,210.6134403152169
2025-06-14,1399.697455046686,5163.473869076791,3.688992825170613,139.1194422359957,166.4099251961478,263.9455553159991
2025-06-15,1391.6770913887158,5149.578345916916,3.7002680993895614,184.8899651771193,191.94763792314848,325.41081600956704
2025-06-16,1383.6567277307445,5172.706966387714,3.738432273495444,162.07327709472162,127.6414973913761,232.82065876564533
2025-06-17,1381.55235756629,5184.608933920512,3.752741548683393,152.5445482778246,141.25341562690184,250.95331756546915
2025-06-18,1407.7178187046559,5217.998603937186,3.7067077894479223,143.21199008042913,133.54459937302693,223.5489728417475
